track_id,field,source,source_class,licence_family
H:port-pirie,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:port-pirie,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:redcliffe,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:redcliffe,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:redcliffe,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:scottsdale,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:scottsdale,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:scottsdale,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:shepparton,camber_note,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:shepparton,camber_pct,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:shepparton,circumference_m,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:shepparton,first_turn_m,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:shepparton,home_straight_m,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:shepparton,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:shepparton,surface,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:shepparton,turn_radius_m,"CLUB-CONFIRMED: Rob/[name removed], [name removed], 2026-08-25 (Track-Data uids 19/20)",club_or_body_direct,ODC-BY (this dataset)
H:stawell,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:stawell,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:stawell,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:stawell,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:swan-hill,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:swan-hill,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:swan-hill,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:swan-hill,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:tamworth,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:tamworth,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:tamworth,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:tamworth,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:terang,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:terang,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:terang,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:terang,surface,"CLUB-CONFIRMED: [name removed], club-site screenshot, 2026-08-21 (uid 852)",club_or_body_direct,ODC-BY (this dataset)
H:terang,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wagga,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wagga,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:wagga,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wagin,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wagin,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wagin,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:warragul,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:warragul,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:warragul,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:warragul,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wedderburn,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:wedderburn,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:wedderburn,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:yarra-valley,circumference_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:yarra-valley,home_straight_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:yarra-valley,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:yarra-valley,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
H:young,sprint_lane,BODY-CONFIRMED: harness.org.au register,club_or_body_direct,ODC-BY (this dataset)
H:young,turn_radius_m,BODY-CONFIRMED: harness.org.au track register (Firecrawl),club_or_body_direct,ODC-BY (this dataset)
Mudgee,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
Mudgee,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
Mudgee,geometry,"OpenStreetMap way/291605356 (ODbL), geocoded as, fetched 2026-08-31",openstreetmap,ODbL (OpenStreetMap)
Mudgee,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
Mudgee,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
Scone,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
Scone,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
Scone,geometry,"OpenStreetMap way/86993079 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
Scone,home_straight_deg,"straight nearest the mapped grandstand at -32.02691,150.83313",other,ODbL (OpenStreetMap)
Scone,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
Taree,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
Taree,circumference_m,"REJECTED — traced perimeter 3113m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
Taree,geometry,"OpenStreetMap way/345718587 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
Taree,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
Taree,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
Wyong,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
Wyong,circumference_m,"REJECTED — traced perimeter 3032m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
Wyong,geometry,"OpenStreetMap way/186090805 (ODbL), geocoded as, fetched 2026-08-31",openstreetmap,ODbL (OpenStreetMap)
Wyong,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
Wyong,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
albion-park,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
albion-park,circumference_m,"REJECTED — traced perimeter 402m is outside the plausible H lap band 600-1550m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
albion-park,geometry,"OpenStreetMap way/1112409620 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
albion-park,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
albion-park,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
albury,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
albury,circumference_m,"REJECTED — traced perimeter 3157m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
albury,geometry,"OpenStreetMap way/237757730 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
albury,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
albury,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
ararat,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
ararat,circumference_m,"REJECTED — traced perimeter 1956m is outside the plausible H lap band 600-1550m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
ararat,geometry,"OpenStreetMap way/338116088 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
ararat,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
ararat,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
ascot,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
ascot,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
ascot,geometry,"OpenStreetMap way/143752287 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
ascot,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
ascot,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
bairnsdale,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
bairnsdale,circumference_m,"REJECTED — traced perimeter 844m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
bairnsdale,geometry,"OpenStreetMap way/166553261 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
bairnsdale,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
bairnsdale,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
balaklava,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
balaklava,circumference_m,"REJECTED — traced perimeter 3057m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
balaklava,geometry,"OpenStreetMap way/544211969 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
balaklava,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
balaklava,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
ballarat,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
ballarat,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
ballarat,geometry,"OpenStreetMap way/241887101 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
ballarat,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
ballarat,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
bathurst,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
bathurst,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
bathurst,geometry,"OpenStreetMap way/380745781 (ODbL), geocoded as, fetched 2026-08-31",openstreetmap,ODbL (OpenStreetMap)
bathurst,home_straight_deg,"straight nearest the mapped grandstand at -33.43906,149.55869",other,ODbL (OpenStreetMap)
bathurst,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
beaudesert,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
beaudesert,circumference_m,"REJECTED — traced perimeter 2979m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
beaudesert,geometry,"OpenStreetMap way/176300013 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
beaudesert,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
beaudesert,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
belmont,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
belmont,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
belmont,geometry,"OpenStreetMap way/143752287 (ODbL), geocoded as, fetched 2026-08-31",openstreetmap,ODbL (OpenStreetMap)
belmont,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
belmont,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
belmont-park,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
belmont-park,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
belmont-park,geometry,"OpenStreetMap way/143752287 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
belmont-park,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
belmont-park,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
bendigo,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
bendigo,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
bendigo,geometry,"OpenStreetMap way/352040812 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
bendigo,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
bendigo,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
broome,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
broome,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
broome,geometry,"OpenStreetMap way/242338987 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
broome,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
broome,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
bulli,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
bulli,circumference_m,"REJECTED — traced perimeter 826m is outside the plausible GR lap band 250-800m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
bulli,geometry,"OpenStreetMap way/30250056 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
bulli,home_straight_deg,"straight nearest the mapped grandstand at -34.31854,150.91918",other,ODbL (OpenStreetMap)
bulli,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
bunbury,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
bunbury,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
bunbury,geometry,"OpenStreetMap way/165169735 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
bunbury,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
bunbury,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
cairns,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
cairns,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
cairns,geometry,"OpenStreetMap way/642027443 (ODbL), geocoded as, fetched 2026-08-31",openstreetmap,ODbL (OpenStreetMap)
cairns,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
cairns,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
canberra,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
canberra,circumference_m,"REJECTED — traced perimeter 3148m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
canberra,geometry,"OpenStreetMap way/30974069 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
canberra,home_straight_deg,"straight nearest the mapped grandstand at -35.23061,149.14619",other,ODbL (OpenStreetMap)
canberra,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
canterbury,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
canterbury,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
canterbury,geometry,"OpenStreetMap way/220462768 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
canterbury,home_straight_deg,"straight nearest the mapped grandstand at -33.90484,151.12117",other,ODbL (OpenStreetMap)
canterbury,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
capalaba,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
capalaba,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
capalaba,geometry,"OpenStreetMap way/798306355 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
capalaba,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
capalaba,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
casino,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
casino,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
casino,geometry,"OpenStreetMap way/1370140039 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
casino,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
casino,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
casterton,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
casterton,circumference_m,"REJECTED — traced perimeter 2984m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
casterton,geometry,"OpenStreetMap way/190725131 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
casterton,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
casterton,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
caulfield,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
caulfield,circumference_m,"REJECTED — traced perimeter 3258m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
caulfield,geometry,"OpenStreetMap way/46418586 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
caulfield,home_straight_deg,"straight nearest the mapped grandstand at -37.87779,145.03852",other,ODbL (OpenStreetMap)
caulfield,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
darwin,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
darwin,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
darwin,geometry,"OpenStreetMap way/314762193 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
darwin,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
darwin,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
devonport,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
devonport,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
devonport,geometry,"OpenStreetMap way/395476298 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
devonport,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
devonport,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
doomben,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
doomben,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
doomben,geometry,"OpenStreetMap way/126048444 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
doomben,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
doomben,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
dubbo,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
dubbo,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
dubbo,geometry,"OpenStreetMap way/619945785 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
dubbo,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
dubbo,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
flemington,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
flemington,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
flemington,geometry,"OpenStreetMap way/5077842 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
flemington,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
flemington,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
geelong,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
geelong,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
geelong,geometry,"OpenStreetMap way/51071778 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
geelong,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
geelong,turn_radius_m,least-squares circle fit to the bend points,other,ODC-BY (this dataset)
gold-coast,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
gold-coast,circumference_m,"REJECTED — traced perimeter 3061m is outside the plausible TB lap band 1200-2600m — this way is a partial trace, inner rail or fence",other,ODC-BY (this dataset)
gold-coast,geometry,"OpenStreetMap way/19606707 (ODbL), geocoded as, fetched 2026-08-17",openstreetmap,ODbL (OpenStreetMap)
gold-coast,home_straight_deg,"NOT DETERMINED — no grandstand mapped in OSM, so which straight is the home straight is unresolved. Left null rather than guessed: a 50/50 guess inverts every headwind into a tailwind.",absent,ODbL (OpenStreetMap)
gold-coast,turn_radius_m,REJECTED — a circle fitted to a way that is not the track is not the track's radius,other,ODC-BY (this dataset)
gosford,camber_pct,NOT PUBLISHED — camber is not derivable from a plan-view trace,absent,ODC-BY (this dataset)
gosford,circumference_m,perimeter of the traced way,other,ODC-BY (this dataset)
gosford,geometry,"OpenStreetMap way/50161742 (ODbL), geocoded as, fetched 2026-09-01",openstreetmap,ODbL (OpenStreetMap)
